Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
9,63,Yes,7,0,58
7,68,No,6,9,61
1,86,Yes,4,4,59
2,85,No,8,6,63
6,73,No,9,3,60
7,59,Yes,5,9,55
3,57,Yes,8,4,38
9,53,Yes,6,9,49
7,57,Yes,6,2,48
6,41,No,5,1,24
6,40,Yes,8,1,27
1,59,Yes,5,4,34
5,73,Yes,5,3,59
3,80,No,4,1,60
7,80,No,8,4,75
3,87,Yes,4,9,67
5,50,No,4,8,36
7,66,No,9,7,60
3,62,Yes,4,8,43
2,77,No,7,8,52
6,83,Yes,6,7,73
8,42,Yes,6,8,36
4,51,Yes,7,3,37
9,69,No,5,7,66
8,70,Yes,8,1,64
7,62,No,8,8,54
7,40,No,8,8,31
3,80,No,4,2,59
6,59,No,8,5,49
5,93,Yes,8,6,80
1,45,Yes,8,2,19
3,50,No,6,4,27
1,74,Yes,7,0,51
4,43,No,9,2,25
3,68,No,5,7,48
4,98,Yes,7,2,82
9,49,No,8,7,47
3,90,Yes,5,8,70
6,68,No,5,5,57
6,77,No,7,6,69
7,40,No,7,5,32
9,79,No,7,7,78
7,47,Yes,9,6,41
1,96,No,7,9,72
8,77,No,9,0,71
5,56,Yes,4,2,44
9,58,No,6,2,57
5,72,No,9,2,57
5,54,No,6,3,41
2,84,No,8,0,62
3,70,No,4,1,48
9,60,No,5,4,59
7,42,Yes,7,5,34
1,41,No,8,8,17
3,74,Yes,5,1,54
2,80,No,6,8,55
1,98,Yes,5,6,73
9,55,Yes,7,8,50
8,95,Yes,7,3,91
5,84,Yes,9,6,73
2,90,No,9,0,70
1,98,No,6,7,74
7,89,No,7,6,86
2,60,Yes,4,6,34
1,51,Yes,8,1,25
2,67,Yes,6,9,47
7,51,Yes,6,8,45
7,72,Yes,5,7,62
6,59,Yes,6,0,49
5,79,Yes,8,0,62
3,88,No,4,4,65
3,60,Yes,5,1,40
9,99,No,8,0,97
4,91,No,9,9,79
9,93,Yes,6,7,93
4,78,Yes,7,3,60
2,80,Yes,9,1,61
4,88,Yes,7,4,73
6,98,No,8,5,89
6,81,Yes,4,7,71
5,75,No,7,6,61
1,61,Yes,8,6,39
3,65,No,5,0,44
5,46,No,6,2,32
6,46,No,4,2,35
1,47,No,4,6,20
9,65,No,5,1,62
3,63,Yes,4,9,42
3,63,Yes,8,6,43
2,79,Yes,4,8,56
8,87,No,4,0,79
3,51,Yes,4,1,30
6,86,No,8,5,73
2,47,No,9,1,25
7,93,Yes,6,1,84
4,48,No,7,4,27
9,42,Yes,9,6,41
9,93,No,4,3,92
7,60,Yes,5,5,53
8,70,No,5,2,63
3,87,Yes,8,3,67
5,86,Yes,6,3,74
2,63,No,4,3,37
7,43,No,8,0,33
8,59,No,7,3,58
9,55,Yes,6,3,55
7,49,Yes,6,5,40
8,82,No,8,8,79
9,65,Yes,9,9,68
6,68,Yes,5,5,57
2,44,No,9,5,20
2,50,Yes,6,6,28
4,68,Yes,5,6,50
9,84,Yes,6,0,80
7,54,No,6,7,44
2,45,Yes,6,0,19
8,87,No,7,8,81
7,54,Yes,5,3,46
9,82,Yes,7,8,83
8,59,Yes,5,7,58
3,73,Yes,7,8,53
1,99,Yes,7,5,73
2,99,No,7,8,79
2,41,Yes,8,3,15
4,83,Yes,7,2,62
6,55,Yes,9,2,46
4,58,Yes,9,7,41
9,73,No,6,1,68
4,88,Yes,4,5,72
6,53,Yes,7,8,43
6,63,Yes,4,8,51
1,67,Yes,4,7,38
8,87,No,6,7,80
3,71,No,4,0,48
6,76,Yes,4,6,63
3,49,Yes,9,0,31
2,88,Yes,4,8,66
5,84,Yes,5,2,69
1,87,Yes,7,0,62
9,48,No,7,7,49
7,63,No,4,6,54
3,75,Yes,6,1,57
4,95,Yes,5,6,77
6,68,Yes,6,4,56
3,99,No,6,6,79
7,68,Yes,4,9,60
6,97,Yes,8,6,88
9,87,No,4,1,83
5,62,No,9,1,43
4,66,Yes,8,6,48
3,70,Yes,5,2,50
1,82,Yes,8,3,61
3,46,Yes,4,6,24
3,88,No,4,1,71
7,93,No,6,1,81
7,84,Yes,4,8,76
1,43,No,9,0,17
3,53,Yes,4,2,30
8,81,No,7,9,78
9,81,Yes,7,3,78
7,49,Yes,6,4,37
7,98,No,8,2,86
8,83,No,8,8,77
6,73,No,7,4,63
3,65,No,9,6,46
1,62,No,5,6,38
7,48,Yes,9,8,41
1,76,Yes,7,1,51
1,47,No,9,2,24
9,92,Yes,5,3,88
7,53,Yes,8,7,50
4,46,Yes,7,0,30
6,46,Yes,4,8,32
1,48,No,5,4,18
7,42,Yes,5,3,29
6,53,Yes,5,7,41
4,56,Yes,8,8,37
7,89,Yes,9,2,85
3,83,No,6,3,67
1,61,Yes,4,0,30
4,85,Yes,7,2,69
3,65,Yes,9,9,43
1,97,No,5,4,72
2,67,No,8,7,47
5,84,Yes,5,0,69
8,53,Yes,9,0,48
1,48,No,7,2,20
4,90,Yes,4,8,73
4,65,No,5,8,49
5,41,Yes,8,0,26
7,50,Yes,8,3,44
8,56,No,6,7,49
6,73,Yes,8,1,61
1,58,Yes,6,3,28
7,78,Yes,4,6,74
3,57,No,7,6,33
6,52,No,6,4,42
8,44,Yes,5,6,39
7,89,Yes,9,5,82
6,62,Yes,5,1,48
9,97,Yes,7,8,95
9,95,No,8,4,92
1,63,No,9,1,36
1,68,No,5,5,37
1,87,Yes,9,9,65
8,86,Yes,6,4,82
7,47,No,7,1,37
3,65,Yes,5,9,45
2,54,Yes,8,9,34
4,96,No,9,6,78
3,40,Yes,8,9,18
7,67,No,9,1,59
8,88,Yes,5,6,82
6,86,Yes,7,5,75
3,85,Yes,4,3,65
6,53,Yes,5,3,40
2,81,Yes,8,5,60
7,73,No,4,8,67
7,98,No,7,9,95
4,70,Yes,8,5,56
8,45,Yes,7,5,35
4,88,No,9,0,73
7,44,No,5,4,37
4,70,Yes,7,0,53
5,76,No,8,8,62
7,54,No,5,9,44
3,54,No,8,3,36
5,91,Yes,8,1,76
3,82,No,4,8,60
5,44,No,6,5,28
3,67,No,7,9,48
7,72,No,7,2,62
1,50,Yes,4,1,19
9,82,No,9,5,80
9,45,No,7,9,46
5,62,No,4,5,47
9,79,Yes,7,8,79
6,41,Yes,7,4,27
5,54,Yes,8,8,43
3,62,No,4,4,43
8,61,No,9,1,56
4,48,No,7,0,27
3,86,Yes,9,8,70
6,79,No,6,9,70
8,69,No,4,6,61
9,55,Yes,4,2,53
6,98,No,4,5,87
5,85,No,8,9,68
2,86,Yes,4,3,61
2,91,Yes,8,8,70
9,69,Yes,6,1,65
2,84,Yes,5,3,61
2,48,Yes,8,0,27
3,40,No,7,6,22
3,98,Yes,4,3,81
4,77,No,5,4,60
7,47,No,8,0,41
9,98,Yes,9,1,98
2,98,Yes,9,3,79
4,91,No,7,1,77
9,57,No,5,0,51
2,66,No,6,9,43
1,57,Yes,8,0,27
8,71,No,9,5,69
9,97,Yes,9,1,98
7,88,No,8,2,80
8,71,No,9,4,68
4,92,No,6,2,76
4,87,Yes,9,5,72
2,84,Yes,8,6,64
8,93,No,4,9,87
2,75,No,9,5,53
9,75,No,8,1,71
4,60,Yes,4,8,40
1,85,Yes,9,1,58
4,71,Yes,9,5,55
3,70,Yes,8,8,50
6,76,Yes,7,8,64
7,55,No,7,1,44
8,85,No,5,8,79
2,85,No,7,7,65
6,53,Yes,6,6,37
6,96,No,5,7,85
5,63,Yes,7,9,48
7,64,Yes,4,7,55
3,85,No,8,0,64
4,90,No,7,8,74
9,74,Yes,4,5,67
4,56,Yes,5,0,38
3,85,No,8,0,65
2,81,Yes,7,6,60
5,84,Yes,5,9,72
4,93,Yes,7,1,73
8,43,No,5,5,34
7,50,Yes,7,4,45
6,86,Yes,4,4,75
2,54,Yes,6,9,28
3,69,Yes,4,5,48
9,63,Yes,8,7,64
9,41,Yes,7,4,42
5,82,Yes,6,7,72
3,73,No,6,4,52
2,62,No,8,9,40
8,70,No,8,5,61
6,76,Yes,6,7,66
7,52,No,8,1,43
1,72,No,8,6,49
1,46,Yes,7,2,16
2,71,No,4,8,46
3,46,Yes,9,9,28
1,81,Yes,5,6,57
5,77,Yes,6,2,62
3,91,No,5,7,76
1,83,Yes,6,9,56
8,52,No,6,1,44
6,63,Yes,4,9,49
9,67,Yes,6,7,64
3,71,No,6,6,52
9,82,Yes,4,4,79
9,57,No,8,3,52
1,73,Yes,9,9,52
3,87,Yes,5,9,71
6,73,Yes,6,0,59
8,90,Yes,4,3,90
4,77,Yes,6,5,58
5,40,Yes,4,5,25
9,82,Yes,5,1,78
6,89,Yes,7,8,77
7,81,No,8,0,73
7,70,No,7,3,61
4,89,No,4,3,71
4,99,Yes,6,1,82
4,40,No,8,7,25
5,90,No,5,1,76
5,55,Yes,9,1,39
8,97,No,8,1,91
9,78,Yes,6,0,73
2,54,No,7,4,34
7,72,No,4,3,64
1,62,No,7,1,36
1,92,No,8,0,67
4,80,No,9,0,63
7,73,Yes,6,1,64
2,56,No,4,0,29
2,64,Yes,6,8,41
1,95,No,6,1,70
2,81,Yes,9,2,57
7,45,No,8,8,36
9,70,No,7,4,67
6,44,No,6,7,29
2,79,No,6,6,58
9,79,No,6,5,77
7,69,Yes,4,1,60
1,44,No,6,3,16
9,51,No,6,8,50
2,46,Yes,8,6,25
4,84,No,6,2,68
9,52,No,9,5,52
4,88,No,9,7,72
3,43,No,6,7,21
1,89,No,9,7,63
7,81,Yes,8,7,74
6,42,No,4,9,24
4,51,Yes,9,5,33
6,40,No,9,9,29
6,66,No,7,2,53
4,82,Yes,8,8,68
6,89,No,9,2,75
8,52,No,4,3,41
3,56,Yes,7,9,34
4,47,No,6,0,29
1,71,No,8,1,44
4,59,Yes,9,5,42
9,90,Yes,6,0,90
8,56,No,8,8,52
4,73,No,7,7,55
7,74,No,9,1,63
3,74,Yes,4,1,56
9,77,Yes,8,7,76
4,81,No,4,7,62
2,63,No,6,0,39
5,93,No,6,4,78
2,57,Yes,7,1,35
6,89,Yes,7,0,74
1,85,Yes,5,2,58
6,87,No,5,2,72
4,78,No,7,9,62
3,72,No,9,8,52
2,88,Yes,6,9,65
7,62,No,4,0,50
9,64,Yes,7,1,61
3,76,No,9,8,57
6,66,Yes,4,4,51
9,40,No,5,8,37
2,60,No,4,5,40
7,98,Yes,7,9,91
5,88,No,6,9,77
5,49,Yes,7,2,31
7,70,No,8,7,61
9,83,No,9,8,85
4,64,No,9,1,47
9,59,Yes,9,8,57
9,96,No,8,3,95
4,41,Yes,8,7,23
3,94,No,6,4,74
2,87,No,9,5,67
9,54,Yes,7,3,52
2,67,No,8,4,50
6,52,No,7,0,38
5,89,Yes,5,2,76
5,99,Yes,9,3,88
4,91,No,8,0,73
6,93,Yes,8,2,81
5,53,Yes,6,3,41
4,89,No,7,8,72
9,41,Yes,6,2,39
6,73,Yes,6,2,62
3,74,No,7,3,54
6,76,Yes,5,8,68
1,64,Yes,7,8,40
5,87,No,5,0,72
6,93,No,6,7,83
8,54,Yes,5,9,49
9,51,No,9,0,47
3,48,Yes,5,1,27
2,97,Yes,5,9,76
4,70,Yes,8,4,55
8,53,Yes,8,5,49
8,68,No,6,1,69
3,92,No,7,9,72
4,87,Yes,5,4,66
3,82,No,9,2,62
2,77,Yes,8,6,55
4,81,Yes,7,0,65
6,99,No,9,4,88
5,47,No,5,2,32
3,87,Yes,7,1,66
2,42,No,9,2,20
9,41,Yes,4,9,35
1,55,No,9,3,30
9,58,No,9,1,54
1,69,Yes,5,1,42
7,80,No,7,2,67
6,55,No,5,1,43
7,70,Yes,5,5,60
3,93,Yes,4,1,72
3,97,Yes,9,0,79
1,67,Yes,7,7,41
4,43,Yes,6,9,25
2,49,Yes,8,3,23
8,90,No,5,1,82
3,84,Yes,5,3,67
7,57,Yes,5,1,48
7,86,Yes,5,4,74
9,71,No,8,6,70
6,69,Yes,6,5,60
1,75,Yes,4,1,46
8,48,No,6,3,41
1,75,No,8,7,50
3,68,Yes,7,6,49
5,55,No,4,6,40
8,67,No,4,3,61
9,60,Yes,7,0,56
7,86,Yes,9,6,82
9,95,Yes,5,5,88
3,41,No,8,7,19
5,99,Yes,7,4,89
8,98,No,6,7,92
1,85,Yes,6,9,62
8,74,No,9,7,70
7,93,Yes,7,8,88
1,67,No,8,0,42
6,94,Yes,9,2,89
1,75,Yes,9,5,51
2,70,Yes,9,3,48
5,72,No,4,7,59
2,62,No,4,9,40
1,99,Yes,5,0,71
6,80,No,8,4,71
8,56,Yes,6,3,50
8,85,No,6,0,78
8,88,Yes,5,9,84
6,40,No,6,5,29
3,81,No,9,9,63
1,62,No,5,2,34
2,87,No,5,4,68
5,66,No,7,5,52
5,64,Yes,4,3,51
1,71,No,8,9,46
1,58,No,8,9,32
9,63,No,4,5,61
2,96,No,9,6,74
7,42,Yes,8,1,29
4,99,No,6,6,82
7,51,No,6,6,43
8,74,Yes,8,1,67
5,54,Yes,7,2,38
1,56,No,8,2,30
4,89,Yes,5,0,69
3,71,No,9,0,52
5,46,No,5,9,33
6,58,Yes,4,5,48
2,46,No,9,8,23
7,44,Yes,9,8,41
3,97,Yes,6,0,78
1,79,No,9,6,53
3,60,No,7,5,39
9,87,Yes,8,3,84
6,87,No,5,2,70
6,90,Yes,6,8,83
4,96,Yes,6,9,81
8,86,Yes,7,4,82
5,46,Yes,7,7,33
7,76,No,7,3,64
9,62,No,7,3,59
5,50,No,5,5,36
5,49,No,7,5,36
4,96,No,6,2,81
6,60,No,6,1,47
2,94,Yes,9,8,69
3,98,No,8,1,80
1,80,Yes,6,8,55
2,72,Yes,6,7,54
2,59,Yes,5,9,40
8,72,No,9,6,70
8,79,Yes,6,4,71
2,74,No,4,2,47
6,73,Yes,6,1,62
5,75,No,8,7,59
3,66,No,8,1,48
5,58,No,9,7,47
5,82,No,9,4,72
5,44,No,7,8,32
3,68,Yes,5,3,47
3,95,No,8,7,76
4,49,No,4,6,29
7,95,Yes,4,7,87
2,98,No,7,4,71
4,94,No,5,1,75
4,79,No,5,6,63
1,52,No,9,2,28
8,68,No,6,9,64
1,44,Yes,4,9,16
8,97,No,4,9,89
7,97,Yes,4,9,90
9,98,No,4,1,91
8,51,Yes,8,2,43
5,98,Yes,5,3,84
8,52,Yes,6,9,47
3,61,No,8,6,47
7,79,No,5,9,71
4,54,Yes,7,0,37
5,52,No,4,5,35
9,40,No,6,5,38
7,93,Yes,5,7,85
4,77,No,7,1,58
6,82,Yes,4,1,69
7,84,No,7,0,74
9,92,Yes,7,2,89
4,91,No,8,6,80
3,40,No,7,7,21
8,50,Yes,8,6,45
1,97,Yes,9,8,74
9,82,No,8,7,77
1,79,Yes,7,7,51
2,61,Yes,5,1,38
8,74,Yes,7,0,69
9,99,Yes,7,5,98
7,90,Yes,5,6,85
3,83,No,4,5,62
7,45,Yes,6,6,38
6,67,Yes,9,7,57
2,70,Yes,4,1,41
3,94,Yes,7,0,76
5,47,No,4,9,30
4,44,Yes,6,7,28
2,81,No,4,7,56
4,93,No,6,7,77
8,87,Yes,4,9,85
5,83,Yes,8,6,72
5,56,No,7,1,42
3,77,No,6,3,56
8,48,No,9,8,43
6,49,Yes,7,7,38
2,59,No,8,3,38
2,53,Yes,4,7,30
9,53,No,7,9,52
7,65,No,4,5,55
9,68,Yes,4,8,67
6,88,Yes,7,0,78
5,66,No,6,5,51
1,64,Yes,6,3,39
6,55,Yes,7,2,46
6,75,No,6,4,67
3,73,Yes,5,9,52
3,55,Yes,4,7,36
3,72,No,7,9,54
3,42,No,9,5,25
7,62,Yes,8,0,53
2,50,Yes,7,5,28
2,87,Yes,7,6,64
3,97,No,4,5,77
7,57,No,8,2,46
3,86,Yes,4,8,69
7,80,Yes,9,9,74
9,83,Yes,6,9,85
4,68,No,7,3,49
7,98,No,4,4,89
9,89,Yes,9,4,88
8,44,Yes,9,2,40
8,63,Yes,5,1,58
9,68,Yes,7,7,63
5,68,No,9,6,57
5,99,Yes,6,4,87
3,65,Yes,4,0,40
5,79,No,4,9,67
8,42,Yes,5,0,32
5,41,Yes,6,7,27
4,64,Yes,9,3,47
8,58,Yes,5,3,51
7,79,Yes,9,8,72
6,41,Yes,9,1,31
5,58,No,7,4,42
5,40,Yes,8,5,28
2,66,No,9,5,45
4,93,No,4,9,75
8,84,No,9,2,81
8,94,No,5,9,88
1,91,Yes,9,5,67
2,88,Yes,4,9,62
5,74,Yes,4,9,59
9,80,Yes,5,4,75
7,44,No,4,7,30
5,77,No,6,3,62
1,43,No,6,9,17
6,56,Yes,8,9,47
8,92,No,6,2,87
7,60,Yes,5,5,51
2,92,No,9,9,72
5,87,Yes,6,8,76
4,70,No,8,7,56
9,87,No,7,9,86
1,61,Yes,7,7,37
6,50,No,5,2,35
3,73,No,8,0,54
9,88,Yes,6,2,83
5,54,No,8,2,40
6,89,No,4,5,78
9,49,No,8,2,47
9,77,No,6,1,68
8,71,Yes,5,8,67
9,92,Yes,4,5,92
4,87,No,8,4,67
6,70,Yes,7,2,59
5,76,No,6,6,61
5,83,Yes,5,6,69
4,67,No,9,3,53
2,70,No,6,9,48
6,45,Yes,8,1,32
9,53,No,5,1,47
1,97,No,7,7,71
7,62,No,4,3,48
6,55,No,8,6,43
3,64,Yes,5,2,44
1,78,Yes,4,8,53
4,41,Yes,5,9,24
9,77,Yes,9,8,76
2,80,No,8,6,58
3,78,No,5,6,59
2,73,No,7,0,51
2,90,No,5,9,68
8,79,Yes,8,7,73
3,82,Yes,5,1,60
7,64,Yes,4,7,56
8,75,No,4,1,66
3,55,No,9,0,34
2,96,No,6,7,75
8,57,No,9,3,53
3,52,Yes,6,9,31
7,98,Yes,7,5,88
1,76,Yes,4,9,48
6,66,No,6,9,56
9,73,Yes,5,0,67
3,50,No,7,8,29
7,40,Yes,8,6,30
6,52,Yes,6,4,40
8,69,No,9,5,64
3,44,No,6,2,23
3,57,No,9,8,39
4,53,Yes,9,1,33
3,52,Yes,4,9,33
9,71,Yes,7,0,68
4,46,Yes,9,0,32
6,47,No,4,9,33
8,89,Yes,4,1,83
8,46,No,9,5,41
5,91,Yes,7,5,76
5,88,No,5,8,76
6,55,No,6,9,45
7,82,Yes,4,3,72
7,70,Yes,6,7,60
4,90,No,7,3,75
6,66,Yes,5,2,55
7,99,No,8,3,91
5,72,Yes,5,0,56
5,92,Yes,7,8,77
2,68,Yes,5,4,47
7,47,Yes,8,6,37
6,72,Yes,4,2,61
1,80,No,5,4,58
4,58,Yes,9,9,42
3,60,No,9,3,40
3,80,No,7,6,59
7,60,No,5,4,53
4,64,Yes,8,1,47
8,81,No,7,2,72
9,95,No,5,7,90
3,62,No,7,2,43
5,50,No,9,6,35
4,72,No,8,4,52
6,59,No,4,6,47
4,64,Yes,8,9,50
8,65,No,4,8,57
3,79,No,6,6,58
5,91,Yes,9,5,78
1,51,No,9,0,25
6,71,Yes,9,3,64
5,72,Yes,8,7,61
8,49,No,4,0,42
9,43,No,6,5,39
8,54,Yes,6,1,46
8,90,Yes,6,8,88
3,45,Yes,7,7,26
4,66,Yes,8,8,49
4,44,No,8,8,34
5,44,Yes,9,1,31
9,57,Yes,8,1,52
9,67,Yes,8,8,68
1,74,No,7,1,50
8,98,Yes,8,3,93
1,61,Yes,4,1,32
2,73,No,6,0,48
7,43,No,7,9,36
8,57,Yes,7,6,54
1,80,Yes,9,4,55
3,90,Yes,8,2,74
7,65,No,6,7,53
9,81,No,4,4,76
8,61,Yes,6,0,54
8,86,Yes,5,8,80
9,72,Yes,6,4,68
3,82,No,4,2,63
8,53,Yes,4,5,46
1,70,Yes,4,7,45
8,49,No,7,1,43
7,90,Yes,7,2,83
8,63,No,5,6,56
1,60,No,6,1,29
6,87,Yes,8,4,79
7,47,No,9,8,40
5,71,No,5,6,55
5,70,Yes,8,2,55
7,73,No,8,1,65
3,62,No,5,9,41
6,64,Yes,6,8,53
7,46,Yes,9,8,41
1,58,Yes,8,8,34
2,46,Yes,7,9,23
4,86,Yes,7,2,70
8,47,No,5,0,38
6,53,No,9,8,45
1,40,No,9,6,14
5,52,No,8,1,37
7,42,No,5,5,33
6,92,Yes,9,8,81
9,67,Yes,9,7,68
8,77,Yes,7,5,76
4,90,Yes,5,5,74
5,54,No,8,7,41
7,75,Yes,8,8,70
8,92,Yes,7,7,89
5,42,No,4,0,25
9,43,No,4,1,36
4,44,Yes,9,5,27
4,89,No,6,7,71
8,65,No,7,3,56
1,64,Yes,6,3,41
8,49,No,9,1,41
5,47,Yes,7,9,34
1,51,No,8,0,23
4,93,No,7,9,78
2,97,No,5,8,76
4,98,No,6,6,78
8,42,Yes,7,8,38
5,66,No,6,1,48
1,89,Yes,9,9,65
7,62,Yes,7,4,59
1,79,No,4,1,52
9,97,No,6,9,97
3,72,Yes,8,6,54
3,53,No,8,8,34
6,93,No,7,2,80
6,62,Yes,8,0,54
6,70,No,8,3,63
1,52,Yes,6,3,26
5,96,No,7,5,85
6,51,No,6,4,40
8,74,No,7,4,68
1,57,No,8,8,32
5,60,No,7,0,44
3,84,No,9,7,70
2,86,Yes,7,7,66
8,81,Yes,5,7,76
7,40,No,7,2,29
7,77,No,5,9,70
5,80,Yes,6,7,64
9,81,Yes,5,1,76
5,86,Yes,6,7,72
2,48,No,7,7,24
3,62,No,6,2,40
4,53,No,8,3,37
5,50,Yes,9,8,42
3,46,Yes,7,8,28
7,70,No,5,9,61
5,63,Yes,9,8,53
5,65,No,4,9,50
6,69,No,9,5,55
7,73,Yes,7,0,67
8,85,No,9,7,79
9,77,Yes,9,8,77
4,44,Yes,8,7,26
5,44,No,6,0,26
5,58,No,9,5,44
8,90,Yes,5,8,80
9,77,No,5,8,73
7,67,Yes,8,6,61
5,65,No,9,6,53
3,81,Yes,9,3,59
1,62,Yes,8,6,40
9,85,No,7,9,88
5,88,No,4,4,76
9,69,Yes,4,9,65
4,42,Yes,6,4,23
5,67,Yes,5,0,50
4,72,Yes,7,1,59
2,81,No,5,8,57
1,42,No,7,1,14
8,44,No,8,9,41
4,96,Yes,6,1,81
5,58,No,8,8,47
6,81,Yes,5,2,67
8,97,Yes,6,1,92
8,96,No,9,6,95
7,87,No,7,8,79
4,40,Yes,7,5,24
6,77,Yes,6,6,67
4,48,No,8,2,30
7,99,Yes,6,2,91
1,44,No,8,7,21
5,98,No,6,6,87
4,85,Yes,8,4,69
7,81,Yes,4,5,72
9,73,Yes,6,8,70
5,76,Yes,8,2,66
4,72,Yes,9,2,55
9,64,No,5,5,60
5,81,No,5,7,67
9,68,No,6,4,65
8,97,No,6,0,87
4,64,Yes,7,2,48
7,93,No,8,7,87
5,98,Yes,6,3,84
4,48,Yes,5,8,32
5,42,Yes,5,5,27
5,54,Yes,5,9,37
9,43,Yes,8,3,43
9,84,No,4,3,77
6,77,Yes,6,9,65
4,59,Yes,4,4,43
2,88,No,8,6,64
3,62,No,9,6,43
2,76,No,6,9,57
5,86,Yes,7,6,73
6,47,Yes,6,4,32
5,96,Yes,6,8,85
2,76,Yes,6,1,54
5,95,No,6,7,81
9,84,No,9,9,79
4,72,No,6,7,58
2,72,No,8,2,53
3,46,No,6,4,25
3,61,No,9,7,41
9,44,Yes,8,9,44
4,85,Yes,6,8,70
1,54,No,6,6,29
1,60,No,8,3,34
7,64,No,6,3,56
7,56,No,9,2,49
2,95,Yes,5,7,78
9,89,Yes,6,5,88
9,46,Yes,7,9,45
5,93,No,8,5,77
3,97,No,9,9,76
3,89,No,6,9,70
3,99,Yes,6,8,80
6,58,Yes,8,2,45
4,91,Yes,4,3,71
8,46,No,9,2,42
5,79,Yes,9,2,65
1,84,Yes,5,0,56
9,98,No,5,9,93
1,89,Yes,6,5,62
6,63,No,8,8,52
1,50,No,7,4,24
3,80,No,6,9,61
5,94,Yes,5,1,78
7,40,Yes,6,9,28
8,93,No,8,3,86
9,71,Yes,9,5,69
6,79,No,9,6,71
9,92,Yes,9,6,91
8,83,No,9,3,79
9,41,No,7,9,41
4,54,Yes,4,9,36
9,60,No,7,4,57
7,63,No,6,3,54
5,89,No,5,9,75
5,56,No,8,5,40
1,86,No,6,6,61
2,91,Yes,4,1,67
3,91,Yes,8,9,72
8,48,No,8,2,42
6,74,Yes,8,7,60
5,59,No,6,6,41
1,58,No,4,0,32
9,57,No,6,3,53
3,59,No,8,4,42
3,69,No,8,2,49
2,79,Yes,5,3,56
4,40,Yes,7,9,24
2,63,Yes,6,9,39
9,63,Yes,4,9,61
7,86,Yes,8,6,78
8,58,Yes,6,7,53
3,69,No,7,8,48
6,65,Yes,6,1,54
6,81,No,7,3,70
1,83,No,6,0,59
6,99,Yes,5,2,89
3,77,Yes,6,7,58
3,68,No,9,6,52
3,52,No,5,7,32
8,43,No,7,5,32
5,84,No,8,4,69
4,56,No,8,9,40
9,72,Yes,6,8,73
9,44,Yes,4,4,39
1,67,No,6,8,40
2,63,No,5,3,35
8,56,No,5,4,52
5,89,No,7,0,77
7,78,No,6,5,67
1,87,No,7,2,58
5,79,No,4,9,66
3,83,No,8,1,66
2,85,Yes,8,5,62
2,90,No,6,0,66
9,50,No,7,8,49
4,51,Yes,7,4,32
4,52,No,4,6,32
7,47,No,7,9,38
2,40,No,9,8,16
3,48,No,9,8,35
3,67,Yes,5,6,49
6,41,No,9,3,29
3,53,No,9,3,34
5,52,No,5,6,33
4,87,Yes,9,7,73
3,41,No,9,6,23
8,43,No,5,9,35
3,51,Yes,6,3,30
6,87,Yes,5,3,73
7,49,Yes,5,7,43
7,42,Yes,9,8,38
2,43,No,8,6,21
3,45,Yes,9,2,26
4,62,Yes,6,9,43
7,44,Yes,5,0,32
2,89,No,4,4,64
3,42,Yes,5,5,20
7,49,No,6,8,41
7,82,No,7,4,70
3,58,Yes,9,0,36
1,53,No,8,3,26
3,60,Yes,8,1,37
5,99,Yes,9,3,89
7,82,No,9,6,77
4,67,No,6,8,47
1,60,No,5,2,33
6,75,No,4,2,61
2,63,Yes,5,3,39
3,93,No,5,6,74
4,77,No,4,5,54
6,56,No,8,4,47
6,61,No,5,3,49
7,58,Yes,7,7,53
5,84,Yes,7,3,66
7,93,No,6,2,84
2,49,No,6,6,27
1,50,Yes,4,1,23
8,77,Yes,4,3,72
1,41,Yes,6,7,16
2,72,Yes,9,3,47
6,82,No,5,9,73
1,70,No,9,6,45
3,87,Yes,8,1,68
7,74,Yes,7,4,69
8,76,No,4,3,69
4,86,No,6,8,69
3,86,Yes,7,6,65
1,75,No,9,8,48
9,62,Yes,4,9,57
6,75,No,4,6,62
6,79,No,5,1,70
9,78,Yes,4,1,73
1,65,No,8,1,39
6,64,Yes,4,4,53
5,56,No,8,0,40
6,54,Yes,9,6,47
8,76,Yes,5,1,68
5,84,Yes,8,3,73
2,43,No,9,8,23
2,61,Yes,7,7,39
5,56,Yes,4,9,40
3,61,No,6,1,42
3,56,No,6,3,35
8,53,Yes,8,3,47
7,53,Yes,5,1,46
1,56,No,8,1,26
5,47,No,9,4,36
9,73,No,9,3,75
4,65,Yes,8,7,48
1,84,No,8,3,57
8,69,Yes,7,7,62
5,61,Yes,9,4,50
2,55,Yes,7,0,30
1,69,No,8,8,44
3,55,No,5,7,36
9,77,No,4,0,69
1,93,Yes,9,2,66
4,63,Yes,6,2,46
8,75,No,7,4,68
8,74,No,9,6,68
8,45,Yes,4,0,37
8,43,Yes,7,0,36
4,57,Yes,9,9,40
8,45,Yes,7,5,40
9,65,No,7,4,60
7,76,Yes,8,2,70
2,66,Yes,8,2,43
9,80,No,7,3,81
8,50,No,7,9,42
5,77,No,6,1,60
3,55,No,4,8,36
7,58,Yes,4,3,46
2,82,Yes,5,9,60
3,92,Yes,5,2,67
9,54,Yes,5,9,49
4,65,Yes,8,6,47
4,95,No,8,8,79
3,80,No,6,1,61
5,95,Yes,8,5,82
